1, 10000, 10.7639, 1550, 1.19599
0.0001, 1, 0.00107639, 0.155, 0.000119599
0.092903, 929.03, 1, 144, 0.111111
0.00064516, 6.4516, 0.00694444, 1, 0.000771605
0.836127, 8361.27, 9, 1296, 1
