1.0, 100.0, 3.28084, 39.3701, 1000
0.01, 1, 0.0328084, 0.393701, 10
0.3048, 30.48, 1, 12, 304.8
0.0254, 2.54, 0.0833333, 1, 25.4
0.001, 0.1, 0.00328084, 0.0393701, 1
